StaID,antecedent_obs_per,last_year_obs_per,last_year_drought_per,continuous_drought_length,current_drought_category,current_drought_length
02040000,100,100,14,NA,NA,NA
02041000,100,100,16,NA,NA,NA
02041650,100,100,13,NA,NA,NA
02042500,100,100,22,NA,NA,NA
02044500,100,90,3,NA,NA,NA
02045500,100,100,4,NA,NA,NA
02046000,100,100,4,NA,NA,NA
02047000,100,100,10,NA,NA,NA
02049500,100,100,14,NA,NA,NA
02051000,100,95,19,NA,NA,NA
02051500,100,100,15,NA,NA,NA
02052000,100,100,13,NA,NA,NA
02053200,100,100,24,NA,NA,NA
02053500,100,100,13,NA,NA,NA
02053800,100,93,24,NA,NA,NA
02054500,100,100,24,NA,NA,NA
02055000,100,100,24,NA,NA,NA
02055100,100,100,11,NA,NA,NA
02056000,100,100,20,NA,NA,NA
02056650,100,92,25,NA,NA,NA
02056900,100,100,15,NA,NA,NA
02058400,100,100,25,NA,NA,NA
02059500,100,89,23,NA,NA,NA
02060500,100,100,30,NA,NA,NA
02061500,99,94,15,NA,NA,NA
02062500,100,100,25,NA,NA,NA
02065500,100,100,0,NA,NA,NA
02066000,100,100,23,NA,NA,NA
02069700,100,93,19,NA,NA,NA
02070000,100,93,34,NA,NA,NA
02071000,100,100,19,NA,NA,NA
02072000,100,100,27,NA,NA,NA
02072500,100,100,28,NA,NA,NA
02073000,100,100,27,NA,NA,NA
02074000,100,100,29,NA,NA,NA
02074500,100,100,33,NA,NA,NA
02075500,100,100,25,NA,NA,NA
02077000,100,100,26,NA,NA,NA
02077200,100,100,32,NA,NA,NA
02077303,100,100,37,NA,NA,NA
02077670,100,100,0,NA,NA,NA
02080500,100,100,8,NA,NA,NA
02081500,100,100,13,NA,NA,NA
02081747,100,100,12,NA,NA,NA
02082585,100,100,22,NA,NA,NA
02082950,100,100,39,NA,NA,NA
02083000,100,100,40,NA,NA,NA
02083500,100,100,23,NA,NA,NA
02085070,100,100,8,NA,NA,NA
02085500,100,100,17,NA,NA,NA
02087183,100,100,7,NA,NA,NA
02087500,100,100,10,NA,NA,NA
02088000,100,100,7,NA,NA,NA
02088500,100,100,24,NA,NA,NA
02089000,100,100,17,NA,NA,NA
02089500,100,100,22,NA,NA,NA
02090380,100,100,10,NA,NA,NA
02091000,100,100,22,NA,NA,NA
02091500,100,100,23,NA,NA,NA
02092500,100,100,38,NA,NA,NA
02093800,100,100,22,NA,NA,NA
02094500,100,100,16,NA,NA,NA
02096500,100,100,22,NA,NA,NA
02100500,100,100,13,NA,NA,NA
02102000,100,100,16,NA,NA,NA
02102192,100,100,10,NA,NA,NA
02102500,100,100,10,NA,NA,NA
02102908,100,100,27,NA,NA,NA
02105500,100,100,14,NA,NA,NA
02105769,100,100,16,NA,NA,NA
02106500,100,100,27,NA,NA,NA
02108000,100,100,38,NA,NA,NA
02109500,100,100,52,NA,NA,NA
02110500,100,100,52,NA,NA,NA
02111000,100,100,2,NA,NA,NA
02111180,100,100,2,NA,NA,NA
02111500,100,100,1,NA,NA,NA
02112000,100,100,0,NA,NA,NA
02112250,100,100,1,NA,NA,NA
02113850,100,100,9,NA,NA,NA
02114450,100,100,42,NA,NA,NA
02115360,100,100,2,NA,NA,NA
02116500,100,100,6,NA,NA,NA
02118000,100,100,2,NA,NA,NA
02118500,100,100,4,NA,NA,NA
02120780,100,100,12,NA,NA,NA
02126000,100,100,12,NA,NA,NA
02128000,100,100,24,NA,NA,NA
02129000,100,100,15,NA,NA,NA
02130900,100,100,11,NA,NA,NA
02130910,100,100,20,NA,NA,NA
02131000,100,100,16,NA,NA,NA
02133500,100,100,42,NA,NA,NA
02134500,100,100,37,NA,NA,NA
02135000,100,100,40,NA,NA,NA
02136000,100,100,53,NA,NA,NA
02137727,100,100,12,NA,NA,NA
02138500,100,100,22,NA,NA,NA
02142900,100,100,18,NA,NA,NA
02143000,100,100,4,NA,NA,NA
02143040,100,100,5,NA,NA,NA
02143500,100,100,0,NA,NA,NA
02144000,100,100,4,NA,NA,NA
02146000,100,100,9,NA,NA,NA
02146300,100,100,0,NA,NA,NA
02146507,100,100,11,NA,NA,NA
02146600,100,100,14,NA,NA,NA
02146700,100,100,13,NA,NA,NA
02146750,100,100,21,NA,NA,NA
02148000,100,100,8,NA,NA,NA
02149000,100,100,0,NA,NA,NA
02151500,100,100,5,NA,NA,NA
02152100,100,100,2,NA,NA,NA
02154500,100,100,1,NA,NA,NA
02156500,100,100,5,NA,NA,NA
02160105,100,100,17,NA,NA,NA
02160700,100,100,16,NA,NA,NA
02161000,100,100,6,NA,NA,NA
02163500,100,100,6,NA,NA,NA
02167000,100,100,10,NA,NA,NA
02169000,100,100,0,NA,NA,NA
02169500,100,100,7,NA,NA,NA
02169570,100,100,7,NA,NA,NA
02171500,99,100,1,NA,NA,NA
02173000,100,100,14,NA,NA,NA
02173500,100,100,5,NA,NA,NA
02175000,100,100,5,NA,NA,NA
02175500,100,100,7,NA,NA,NA
02176500,100,100,7,NA,NA,NA
02177000,100,100,20,NA,NA,NA
02178400,100,100,24,NA,NA,NA
02192000,100,100,19,NA,NA,NA
02197000,100,100,7,NA,NA,NA
02198000,100,100,2,NA,NA,NA
02198500,100,100,2,NA,NA,NA
02201000,100,100,8,NA,NA,NA
02202500,100,100,5,NA,NA,NA
02202600,100,100,5,NA,NA,NA
02203000,100,100,2,NA,NA,NA
02208450,100,100,15,NA,NA,NA
02212600,100,100,10,NA,NA,NA
02213000,100,100,7,NA,NA,NA
02213500,100,100,18,NA,NA,NA
02215500,100,100,3,NA,NA,NA
02217500,100,100,17,NA,NA,NA
02218300,100,100,20,NA,NA,NA
02219000,100,100,13,NA,NA,NA
02220900,100,100,8,NA,NA,NA
02221525,100,100,7,NA,NA,NA
02223000,100,100,24,NA,NA,NA
02223500,100,100,17,NA,NA,NA
02225000,100,100,2,NA,NA,NA
02225500,100,100,2,NA,NA,NA
02226000,100,100,2,NA,NA,NA
02226500,100,100,0,NA,NA,NA
02227500,100,100,5,NA,NA,NA
02228000,100,100,0,NA,NA,NA
02231000,100,100,17,NA,NA,NA
02231342,100,100,5,3,20,3
02231600,100,100,21,NA,NA,NA
02232200,100,100,3,NA,NA,NA
02232400,100,100,34,75,20,5
02232500,100,100,10,NA,NA,NA
02233500,100,100,11,NA,NA,NA
02234000,100,100,8,NA,NA,NA
02234324,100,100,4,NA,NA,NA
02235000,100,100,13,NA,NA,NA
02236500,100,100,2,NA,NA,NA
02236900,100,100,0,NA,NA,NA
02237293,100,100,0,NA,NA,NA
02240000,100,100,0,NA,NA,NA
02240500,100,100,0,NA,NA,NA
02243000,100,100,0,NA,NA,NA
02243960,100,100,3,NA,NA,NA
02245500,100,100,3,NA,NA,NA
02246000,100,100,10,NA,NA,NA
02247510,100,100,0,NA,NA,NA
02248000,100,100,3,NA,NA,NA
02256500,100,100,5,NA,NA,NA
02262900,98,99,2,NA,NA,NA
02263800,100,100,10,NA,NA,NA
02264100,100,100,7,NA,NA,NA
02266200,100,100,0,NA,NA,NA
02266300,100,100,12,NA,NA,NA
02266480,100,95,6,NA,NA,NA
02271500,100,100,0,NA,NA,NA
02277600,100,100,15,NA,NA,NA
02292900,100,100,0,NA,NA,NA
02294650,100,100,0,NA,NA,NA
02294898,100,100,4,NA,NA,NA
02295420,100,100,21,NA,NA,NA
02295637,100,100,12,NA,NA,NA
02296500,100,100,4,NA,NA,NA
02296750,100,100,14,NA,NA,NA
02297100,100,100,30,NA,NA,NA
02297155,100,100,7,NA,NA,NA
02297310,100,100,1,NA,NA,NA
02298123,100,100,17,NA,NA,NA
02298608,100,100,28,NA,NA,NA
02298830,100,100,35,NA,NA,NA
02299950,100,100,18,NA,NA,NA
02300100,100,100,29,NA,NA,NA
02300500,100,100,27,NA,NA,NA
02300700,100,100,25,NA,NA,NA
02301300,100,100,7,NA,NA,NA
02301500,100,100,7,NA,NA,NA
02301900,100,100,0,NA,NA,NA
02302500,100,100,4,NA,NA,NA
02303000,100,100,0,NA,NA,NA
02303330,100,100,0,NA,NA,NA
02303350,83,96,5,NA,NA,NA
02303400,96,99,0,NA,NA,NA
02303420,100,100,2,NA,NA,NA
02303800,100,100,12,NA,NA,NA
02304500,100,100,27,NA,NA,NA
02307000,100,100,4,NA,NA,NA
02307359,100,100,0,NA,NA,NA
02309848,100,100,0,NA,NA,NA
02310000,100,100,2,NA,NA,NA
02310947,100,100,0,NA,NA,NA
02312000,100,100,4,NA,NA,NA
02312200,100,100,4,NA,NA,NA
02312500,100,100,6,NA,NA,NA
