StaID,antecedent_obs_per,last_year_obs_per,last_year_drought_per,continuous_drought_length,current_drought_category,current_drought_length
02312667,100,100,0,NA,NA,NA
02312700,100,100,1,NA,NA,NA
02312720,100,100,0,NA,NA,NA
02313000,100,100,0,NA,NA,NA
02313230,100,100,49,137,5,61
02314500,100,100,0,NA,NA,NA
02315500,100,100,0,NA,NA,NA
02317500,100,100,0,NA,NA,NA
02319000,100,100,0,NA,NA,NA
02319500,100,100,0,NA,NA,NA
02320500,100,100,0,NA,NA,NA
02321500,100,100,2,NA,NA,NA
02322500,100,100,9,NA,NA,NA
02323500,100,100,0,NA,NA,NA
02324000,100,100,0,NA,NA,NA
02324400,100,100,0,NA,NA,NA
02326000,100,100,0,NA,NA,NA
02327100,100,100,30,NA,NA,NA
02329000,100,100,1,NA,NA,NA
02330000,100,100,0,NA,NA,NA
02330100,100,100,8,NA,NA,NA
02330450,100,100,5,NA,NA,NA
02331600,100,100,12,NA,NA,NA
02333500,100,100,24,NA,NA,NA
02334430,100,100,4,NA,NA,NA
02335000,100,100,1,NA,NA,NA
02335450,100,100,13,NA,NA,NA
02335700,100,100,14,NA,NA,NA
02336000,100,100,16,NA,NA,NA
02336300,100,100,22,NA,NA,NA
02336490,100,100,18,NA,NA,NA
02337000,100,100,30,NA,NA,NA
02337170,100,100,17,NA,NA,NA
02337500,100,100,48,NA,NA,NA
02338000,100,100,18,NA,NA,NA
02338660,100,100,18,NA,NA,NA
02339500,100,100,20,NA,NA,NA
02341800,100,100,0,NA,NA,NA
02342500,100,100,1,NA,NA,NA
02343801,100,100,11,NA,NA,NA
02344500,100,100,5,NA,NA,NA
02344700,100,100,8,NA,NA,NA
02347500,100,100,1,NA,NA,NA
02349605,100,100,1,NA,NA,NA
02349900,100,100,13,NA,NA,NA
02351890,100,100,6,NA,NA,NA
02352500,100,100,2,NA,NA,NA
02353000,100,100,3,NA,NA,NA
02353500,100,100,15,NA,NA,NA
02358000,100,100,4,NA,NA,NA
02358700,100,100,4,NA,NA,NA
02359000,100,100,6,NA,NA,NA
02359170,100,100,2,NA,NA,NA
02361000,100,100,21,NA,NA,NA
02366500,100,100,19,NA,NA,NA
02369000,100,100,60,NA,NA,NA
02369800,100,100,48,NA,NA,NA
02371500,100,100,11,NA,NA,NA
02372250,100,100,3,NA,NA,NA
02373000,100,100,27,NA,NA,NA
02374500,100,100,21,NA,NA,NA
02375500,100,100,27,NA,NA,NA
02376500,100,100,34,NA,NA,NA
02380500,100,100,0,NA,NA,NA
02381600,100,100,1,NA,NA,NA
02382200,100,100,11,NA,NA,NA
02382500,100,100,9,NA,NA,NA
02383500,100,100,10,NA,NA,NA
02384500,100,100,15,NA,NA,NA
02385800,100,100,13,NA,NA,NA
02387000,100,100,19,NA,NA,NA
02387500,100,100,18,NA,NA,NA
02388320,100,100,8,NA,NA,NA
02388500,100,100,13,NA,NA,NA
02394000,100,100,28,NA,NA,NA
02395120,100,100,8,NA,NA,NA
02395980,100,100,23,NA,NA,NA
02397000,100,100,21,NA,NA,NA
02398000,100,100,38,NA,NA,NA
02399200,100,100,39,NA,NA,NA
02400100,100,100,46,NA,NA,NA
02401390,100,100,38,NA,NA,NA
02408540,100,100,22,NA,NA,NA
02412000,100,100,38,NA,NA,NA
02413300,100,100,32,NA,NA,NA
02414500,100,100,33,NA,NA,NA
02419000,100,100,2,NA,NA,NA
02421000,100,100,8,NA,NA,NA
02422500,100,100,38,NA,NA,NA
02424000,100,100,37,NA,NA,NA
02425000,100,100,39,NA,NA,NA
02430085,100,100,7,NA,NA,NA
02430880,100,100,22,NA,NA,NA
02436500,100,100,39,NA,NA,NA
02439400,100,100,38,NA,NA,NA
02443500,100,100,41,NA,NA,NA
02444160,100,100,32,NA,NA,NA
02446500,100,100,30,NA,NA,NA
02447025,100,100,41,NA,NA,NA
02448000,100,100,22,NA,NA,NA
02448500,100,100,32,NA,NA,NA
02450250,100,100,25,NA,NA,NA
02456500,100,100,37,NA,NA,NA
02462000,100,100,16,NA,NA,NA
02464000,100,100,33,NA,NA,NA
02465000,100,100,36,NA,NA,NA
02465493,100,100,37,NA,NA,NA
02467000,100,100,39,NA,NA,NA
02467500,100,100,9,NA,NA,NA
02469761,100,100,37,NA,NA,NA
02469800,100,100,14,NA,NA,NA
02471001,100,100,32,NA,NA,NA
02472000,100,100,3,NA,NA,NA
02472500,100,100,22,NA,NA,NA
02473000,100,100,13,NA,NA,NA
02475000,100,100,25,NA,NA,NA
02475500,100,100,11,NA,NA,NA
02476500,100,100,3,NA,NA,NA
02476600,100,100,12,NA,NA,NA
02477000,100,100,21,NA,NA,NA
02478500,100,100,16,NA,NA,NA
02479000,100,100,19,NA,NA,NA
02479130,100,100,32,NA,NA,NA
02479155,100,100,15,NA,NA,NA
02479300,100,100,26,NA,NA,NA
02481000,100,100,26,NA,NA,NA
02481510,100,100,31,NA,NA,NA
02481880,48,27,0,NA,NA,NA
02482000,100,100,10,NA,NA,NA
02482550,100,100,17,NA,NA,NA
02484000,100,100,31,NA,NA,NA
02484500,100,100,30,NA,NA,NA
02486000,100,100,27,NA,NA,NA
02489500,100,100,11,NA,NA,NA
02490500,100,100,17,NA,NA,NA
02492000,100,100,17,NA,NA,NA
03007800,100,100,15,NA,NA,NA
03010500,100,100,13,NA,NA,NA
03010655,100,100,12,NA,NA,NA
03011020,100,100,13,NA,NA,NA
03011800,100,100,16,NA,NA,NA
03014500,100,100,30,NA,NA,NA
03015000,100,100,25,NA,NA,NA
03015500,100,100,21,NA,NA,NA
03020500,100,100,25,NA,NA,NA
03021350,100,100,21,NA,NA,NA
03024000,100,100,16,NA,NA,NA
03025500,100,100,15,NA,NA,NA
03026500,100,100,22,NA,NA,NA
03028000,100,100,19,NA,NA,NA
03029500,100,100,28,NA,NA,NA
03030500,100,100,24,NA,NA,NA
03031500,100,100,19,NA,NA,NA
03032500,100,100,26,NA,NA,NA
03034000,100,100,27,NA,NA,NA
03034500,100,100,28,NA,NA,NA
03036500,100,100,18,NA,NA,NA
03038000,100,100,15,NA,NA,NA
03040000,100,100,17,NA,NA,NA
03041500,100,100,22,NA,NA,NA
03042000,100,100,32,NA,NA,NA
03042280,100,100,25,NA,NA,NA
03042500,100,100,41,NA,NA,NA
03045000,100,100,48,NA,NA,NA
03048500,100,100,29,NA,NA,NA
03049500,100,93,22,NA,NA,NA
03049800,100,100,38,NA,NA,NA
03051000,100,100,33,NA,NA,NA
03052500,100,100,33,NA,NA,NA
03053500,100,100,38,NA,NA,NA
03054500,100,100,42,NA,NA,NA
03061000,100,100,43,NA,NA,NA
03061500,100,100,44,NA,NA,NA
03066000,100,100,30,NA,NA,NA
03069500,100,100,30,NA,NA,NA
03070500,100,100,48,NA,NA,NA
03072000,100,100,52,NA,NA,NA
03072655,100,100,51,NA,NA,NA
03074500,100,100,59,NA,NA,NA
03075070,0,4,4,NA,NA,NA
03075500,100,100,45,NA,NA,NA
03076500,100,100,47,NA,NA,NA
03076600,100,100,52,NA,NA,NA
03078000,100,100,47,NA,NA,NA
03079000,100,100,40,NA,NA,NA
03080000,100,100,34,NA,NA,NA
03081000,100,100,42,NA,NA,NA
03082500,100,100,45,NA,NA,NA
03083500,100,100,52,NA,NA,NA
03085500,100,100,46,NA,NA,NA
03091500,100,100,24,NA,NA,NA
03093000,100,100,19,NA,NA,NA
03094000,100,100,24,NA,NA,NA
03101500,100,100,19,NA,NA,NA
03102500,100,100,20,NA,NA,NA
03102850,100,90,17,NA,NA,NA
03105500,100,100,35,NA,NA,NA
03106000,100,100,24,NA,NA,NA
03106300,100,100,27,NA,NA,NA
03106500,100,100,23,NA,NA,NA
03107500,100,100,28,NA,NA,NA
03108000,100,100,42,NA,NA,NA
03109500,100,100,28,NA,NA,NA
03110000,100,100,53,NA,NA,NA
03111500,100,100,70,NA,NA,NA
03112000,100,94,49,NA,NA,NA
03117000,100,100,30,NA,NA,NA
03117500,100,100,56,NA,NA,NA
03118000,100,100,32,NA,NA,NA
03118500,100,100,33,NA,NA,NA
03124500,100,100,28,NA,NA,NA
03129000,100,100,52,NA,NA,NA
03136500,100,100,31,NA,NA,NA
03139000,100,100,40,NA,NA,NA
03140000,100,100,52,NA,NA,NA
03140500,100,100,49,NA,NA,NA
03142000,100,100,68,NA,NA,NA
03144000,100,100,46,NA,NA,NA
03145000,100,100,29,NA,NA,NA
03146500,100,100,36,NA,NA,NA
03155000,100,100,48,NA,NA,NA
03157000,100,100,56,NA,NA,NA
03157500,100,100,53,NA,NA,NA
03159500,100,100,65,NA,NA,NA
03159540,100,100,47,NA,NA,NA
03161000,100,100,4,NA,NA,NA
03164000,100,100,5,NA,NA,NA
03165000,100,96,2,NA,NA,NA
03168000,100,100,4,NA,NA,NA
03170000,100,100,29,NA,NA,NA
03171000,100,100,8,NA,NA,NA
03173000,100,100,42,NA,NA,NA
03175500,100,100,28,NA,NA,NA
03176500,100,100,12,NA,NA,NA
03179000,100,100,19,NA,NA,NA
03180500,100,100,32,NA,NA,NA
03182500,100,100,35,NA,NA,NA
03183500,100,100,35,NA,NA,NA
03184000,100,100,34,NA,NA,NA
03185400,100,100,24,NA,NA,NA
03186500,100,100,29,NA,NA,NA
03187500,100,100,28,NA,NA,NA
03192000,100,100,21,NA,NA,NA
03193000,100,100,25,NA,NA,NA
03197000,100,100,44,NA,NA,NA
03198000,99,100,32,NA,NA,NA
03198500,100,100,44,NA,NA,NA
03200500,100,100,41,NA,NA,NA
03202400,100,100,27,NA,NA,NA
03202750,100,100,39,NA,NA,NA
03203600,100,100,38,NA,NA,NA
03206600,100,100,48,NA,NA,NA
03207800,100,100,19,NA,NA,NA
03208500,16,79,10,NA,NA,NA
03208950,100,100,16,NA,NA,NA
03209000,16,79,14,NA,NA,NA
03209500,100,91,12,NA,NA,NA
03210000,100,100,14,NA,NA,NA
03213700,100,100,21,NA,NA,NA
03216500,100,100,13,NA,NA,NA
03217000,100,100,27,NA,NA,NA
03219500,100,100,11,NA,NA,NA
03220000,100,100,21,NA,NA,NA
03221000,100,100,13,NA,NA,NA
03225500,100,100,18,NA,NA,NA
03227500,100,100,32,NA,NA,NA
03228500,100,100,13,3,20,3
03228805,100,100,9,14,20,4
03229500,100,100,30,NA,NA,NA
03230500,100,100,44,NA,NA,NA
03231500,100,100,31,NA,NA,NA
03232500,100,100,37,NA,NA,NA
03234500,100,100,40,NA,NA,NA
03237280,100,100,14,NA,NA,NA
03237500,100,100,32,NA,NA,NA
03240000,100,100,43,NA,NA,NA
03241500,100,100,48,NA,NA,NA
03245500,100,100,31,NA,NA,NA
03247500,100,100,19,NA,NA,NA
03261500,100,100,35,NA,NA,NA
03261950,100,100,20,NA,NA,NA
03262000,100,100,25,NA,NA,NA
03262700,100,100,28,NA,NA,NA
03263000,100,100,36,NA,NA,NA
03265000,100,100,36,NA,NA,NA
03266000,100,100,15,NA,NA,NA
03269500,100,100,28,NA,NA,NA
03270000,100,100,37,NA,NA,NA
03270500,100,100,37,NA,NA,NA
03272000,100,100,6,NA,NA,NA
03274000,100,100,27,NA,NA,NA
03274650,100,100,32,NA,NA,NA
03275000,100,100,19,NA,NA,NA
03275600,100,100,9,NA,NA,NA
03276500,100,100,7,NA,NA,NA
03280700,100,100,17,NA,NA,NA
03281000,100,100,5,NA,NA,NA
03281500,100,100,7,NA,NA,NA
03285000,100,100,15,NA,NA,NA
03287500,100,100,7,NA,NA,NA
03291780,100,100,13,NA,NA,NA
03293000,100,100,5,NA,NA,NA
03294000,100,100,4,NA,NA,NA
03298000,100,100,2,NA,NA,NA
03298500,100,100,1,NA,NA,NA
03300400,100,100,16,NA,NA,NA
03301500,100,100,10,NA,NA,NA
03302000,100,100,15,NA,NA,NA
03302220,100,100,0,NA,NA,NA
03302680,100,100,9,NA,NA,NA
03302800,100,100,9,NA,NA,NA
03303000,100,100,8,NA,NA,NA
03303300,100,100,4,NA,NA,NA
03310300,100,100,0,NA,NA,NA
03320000,100,100,4,NA,NA,NA
03320500,100,100,0,NA,NA,NA
03322900,100,100,50,NA,NA,NA
03324000,100,100,34,NA,NA,NA
03324300,100,100,49,NA,NA,NA
03325000,100,100,38,NA,NA,NA
03326500,100,100,47,NA,NA,NA
03327500,100,100,44,NA,NA,NA
03328000,100,100,57,NA,NA,NA
03328500,98,99,57,NA,NA,NA
03329000,100,100,42,NA,NA,NA
03329700,100,100,61,NA,NA,NA
03330500,100,100,28,NA,NA,NA
03331500,100,100,53,NA,NA,NA
03333450,100,100,22,NA,NA,NA
03334500,100,100,56,NA,NA,NA
03335000,100,100,47,NA,NA,NA
03335500,100,100,50,NA,NA,NA
03336000,100,100,57,NA,NA,NA
03336645,100,100,22,NA,NA,NA
03337000,100,100,12,NA,NA,NA
03339000,100,100,19,NA,NA,NA
03339500,100,100,48,NA,NA,NA
03340500,100,100,50,NA,NA,NA
03340800,100,100,50,NA,NA,NA
03341500,100,100,55,NA,NA,NA
03342000,100,100,53,NA,NA,NA
03343400,100,100,28,NA,NA,NA
03345500,100,100,26,NA,NA,NA
03346000,100,100,47,NA,NA,NA
03347000,100,100,40,NA,NA,NA
03349000,100,100,55,NA,NA,NA
03350700,100,100,28,NA,NA,NA
03351000,100,100,44,NA,NA,NA
03351310,100,100,15,NA,NA,NA
03351500,100,100,36,NA,NA,NA
03352500,100,100,15,NA,NA,NA
03353000,100,100,23,NA,NA,NA
03353120,100,100,21,NA,NA,NA
03353200,100,100,4,NA,NA,NA
03353500,100,100,6,NA,NA,NA
03353600,100,100,2,NA,NA,NA
03353620,100,100,31,NA,NA,NA
03353800,100,100,4,NA,NA,NA
03354000,100,100,25,NA,NA,NA
03357350,100,100,39,NA,NA,NA
03358000,100,100,14,NA,NA,NA
03360000,100,100,42,NA,NA,NA
03360500,100,100,33,NA,NA,NA
03361500,100,100,32,NA,NA,NA
03361650,100,100,43,NA,NA,NA
03361850,100,100,15,NA,NA,NA
03362000,100,100,0,NA,NA,NA
03362500,100,100,13,NA,NA,NA
03363500,100,100,10,NA,NA,NA
03363900,100,100,18,NA,NA,NA
03364000,100,100,19,NA,NA,NA
03364500,100,100,20,NA,NA,NA
03365500,100,100,22,NA,NA,NA
03366500,100,100,12,NA,NA,NA
03368000,100,100,8,NA,NA,NA
03369500,100,100,14,NA,NA,NA
03371500,100,100,18,NA,NA,NA
03373500,100,100,17,NA,NA,NA
03374000,100,100,19,NA,NA,NA
03375500,100,100,7,NA,NA,NA
03376500,100,100,19,NA,NA,NA
03378000,100,100,9,NA,NA,NA
03378550,100,100,23,NA,NA,NA
03378635,100,100,20,NA,NA,NA
03379500,100,100,13,NA,NA,NA
03380500,100,100,6,NA,NA,NA
03381500,100,100,8,NA,NA,NA
03382100,100,100,23,NA,NA,NA
03383000,100,100,1,NA,NA,NA
03384450,100,100,3,NA,NA,NA
03404000,100,100,7,NA,NA,NA
03421000,100,100,43,NA,NA,NA
03432350,100,100,6,NA,NA,NA
03433500,100,100,7,NA,NA,NA
03434500,100,100,10,NA,NA,NA
03439000,100,100,6,NA,NA,NA
03443000,100,100,7,NA,NA,NA
03446000,100,100,15,NA,NA,NA
03451000,100,100,10,NA,NA,NA
03451500,100,100,11,NA,NA,NA
03453500,100,100,9,NA,NA,NA
03455000,100,100,13,NA,NA,NA
03455500,100,100,20,NA,NA,NA
03456100,100,100,16,NA,NA,NA
03456500,100,100,20,NA,NA,NA
03456991,100,100,16,NA,NA,NA
03459500,100,100,10,NA,NA,NA
03460000,100,100,18,NA,NA,NA
03463300,100,100,21,NA,NA,NA
03465500,0,27,1,NA,NA,NA
03471500,100,100,12,NA,NA,NA
03473000,100,100,28,NA,NA,NA
03475000,100,100,26,NA,NA,NA
03479000,100,100,13,NA,NA,NA
03488000,100,100,30,NA,NA,NA
03491000,100,100,16,NA,NA,NA
03497300,100,100,37,NA,NA,NA
03498500,100,100,29,NA,NA,NA
03500000,100,100,19,NA,NA,NA
03504000,100,100,12,NA,NA,NA
03512000,100,100,19,NA,NA,NA
03524000,100,100,16,NA,NA,NA
03528000,100,100,12,NA,NA,NA
03531500,100,100,7,NA,NA,NA
03540500,100,100,38,NA,NA,NA
03550000,100,100,30,NA,NA,NA
03568933,100,100,13,NA,NA,NA
03574500,100,100,21,NA,NA,NA
03598000,100,100,21,NA,NA,NA
03599500,100,100,46,NA,NA,NA
03604000,100,100,39,NA,NA,NA
03611260,100,100,0,NA,NA,NA
03612000,100,100,6,NA,NA,NA
04015330,100,100,23,6,10,5
04024000,100,100,52,28,20,2
04024430,100,100,45,4,20,4
04027000,98,68,18,NA,NA,NA
04027500,100,100,3,NA,NA,NA
04036000,100,100,5,NA,NA,NA
04037500,100,100,10,NA,NA,NA
04040000,100,69,16,27,20,27
04040500,100,100,21,NA,NA,NA
04041500,100,100,22,3,20,3
04043050,100,100,22,NA,NA,NA
04045500,100,100,14,NA,NA,NA
04056500,100,100,18,NA,NA,NA
04057510,91,59,14,3,20,3
04057800,100,72,22,NA,NA,NA
04058200,100,100,9,NA,NA,NA
04059000,100,100,13,NA,NA,NA
04059500,100,100,15,NA,NA,NA
04060993,100,100,27,NA,NA,NA
04062000,100,100,0,NA,NA,NA
04062500,100,100,19,NA,NA,NA
04063000,100,100,24,NA,NA,NA
04063700,100,100,25,NA,NA,NA
04069500,100,100,12,NA,NA,NA
04071000,96,99,8,NA,NA,NA
04073500,100,100,7,NA,NA,NA
04074950,100,100,11,NA,NA,NA
04079000,100,72,6,NA,NA,NA
04085200,100,72,7,NA,NA,NA
04085427,100,86,16,NA,NA,NA
04086000,100,100,1,NA,NA,NA
04086600,100,100,7,NA,NA,NA
04087000,100,72,5,NA,NA,NA
04087030,100,71,28,NA,NA,NA
04087088,100,74,11,NA,NA,NA
04087120,100,73,21,NA,NA,NA
04087204,100,73,12,NA,NA,NA
04087220,100,72,16,NA,NA,NA
04087240,100,100,8,NA,NA,NA
04087257,100,73,13,NA,NA,NA
04093000,100,100,31,NA,NA,NA
04094000,100,100,25,NA,NA,NA
04096405,100,100,39,NA,NA,NA
04096515,100,100,36,NA,NA,NA
04097540,100,100,55,NA,NA,NA
04099000,100,100,24,NA,NA,NA
04099510,100,100,43,NA,NA,NA
04099750,100,100,54,NA,NA,NA
04100222,100,89,38,NA,NA,NA
04100500,100,100,47,NA,NA,NA
04101000,100,100,50,NA,NA,NA
04101500,100,100,43,NA,NA,NA
04101800,100,100,6,NA,NA,NA
04102500,100,100,5,NA,NA,NA
04102700,100,100,22,NA,NA,NA
04105000,100,100,27,3,20,3
04105500,100,100,24,NA,NA,NA
04105700,100,100,27,NA,NA,NA
04106400,100,100,0,NA,NA,NA
04108600,100,100,37,NA,NA,NA
04108800,100,100,19,NA,NA,NA
04109000,100,100,11,NA,NA,NA
04112000,100,100,17,NA,NA,NA
04112500,100,100,18,NA,NA,NA
04113000,100,100,16,NA,NA,NA
04115000,100,100,41,NA,NA,NA
04116000,100,100,34,NA,NA,NA
04117500,100,100,36,NA,NA,NA
04119000,100,100,45,NA,NA,NA
04121300,100,100,41,16,20,3
04121500,100,100,42,10,20,10
04122100,100,100,17,NA,NA,NA
04122200,100,100,41,NA,NA,NA
04122500,100,100,44,18,20,18
04124000,100,88,19,NA,NA,NA
04127800,100,100,17,NA,NA,NA
04127997,100,100,20,NA,NA,NA
04128990,100,100,21,NA,NA,NA
04135700,100,100,50,17,5,7
04136500,100,100,50,NA,NA,NA
04142000,100,71,24,NA,NA,NA
04146000,100,100,27,NA,NA,NA
04146063,100,100,18,NA,NA,NA
04147500,100,100,24,NA,NA,NA
04148140,100,100,27,NA,NA,NA
04148500,100,100,27,NA,NA,NA
04151500,100,100,15,NA,NA,NA
04154000,100,75,40,NA,NA,NA
04156000,100,84,34,NA,NA,NA
04159492,100,100,16,NA,NA,NA
04160600,100,100,25,NA,NA,NA
04163400,100,100,21,NA,NA,NA
04164000,100,100,24,NA,NA,NA
04164100,100,100,18,NA,NA,NA
04164300,100,100,28,NA,NA,NA
04164500,100,100,19,NA,NA,NA
04165500,100,100,23,NA,NA,NA
04166300,100,57,2,NA,NA,NA
04166500,100,100,26,NA,NA,NA
04172000,100,100,4,NA,NA,NA
04174500,100,100,13,NA,NA,NA
04176500,100,100,44,NA,NA,NA
04177000,100,100,39,NA,NA,NA
04177720,100,100,44,NA,NA,NA
04178000,99,100,39,NA,NA,NA
04180000,100,100,45,NA,NA,NA
04181500,100,100,36,NA,NA,NA
04182000,100,100,40,NA,NA,NA
04183000,100,100,50,NA,NA,NA
04185000,100,100,53,NA,NA,NA
04186500,100,100,32,NA,NA,NA
04189000,100,100,52,NA,NA,NA
04191500,100,100,37,NA,NA,NA
04192500,100,100,47,NA,NA,NA
04193500,100,100,47,NA,NA,NA
04195500,100,100,33,NA,NA,NA
04196800,100,100,41,NA,NA,NA
04197100,100,100,40,NA,NA,NA
04198000,100,100,42,NA,NA,NA
04200500,100,100,22,NA,NA,NA
04201500,0,56,8,NA,NA,NA
04202000,100,100,24,NA,NA,NA
04206000,100,100,21,NA,NA,NA
04207200,100,100,19,NA,NA,NA
04208000,100,100,17,NA,NA,NA
04212100,100,100,20,NA,NA,NA
04213000,100,86,8,NA,NA,NA
04213500,100,100,34,NA,NA,NA
04215000,100,100,18,NA,NA,NA
04215500,100,100,17,NA,NA,NA
04216418,100,100,35,NA,NA,NA
04217000,100,100,32,NA,NA,NA
04218000,100,100,24,NA,NA,NA
04218518,100,100,22,NA,NA,NA
04221000,100,100,12,NA,NA,NA
04223000,100,100,19,NA,NA,NA
04224775,100,100,16,NA,NA,NA
04227000,100,100,27,NA,NA,NA
04227500,100,100,13,NA,NA,NA
04228500,100,100,14,NA,NA,NA
04229500,100,100,3,NA,NA,NA
04230380,100,100,35,NA,NA,NA
04230500,100,100,28,NA,NA,NA
04231000,100,100,27,NA,NA,NA
04231600,100,100,12,NA,NA,NA
04232050,100,100,16,NA,NA,NA
04232482,100,100,44,NA,NA,NA
04234000,100,100,24,NA,NA,NA
04239000,100,100,31,NA,NA,NA
04240010,100,100,22,NA,NA,NA
04243500,100,100,9,NA,NA,NA
04249000,100,100,15,NA,NA,NA
04252500,100,100,28,NA,NA,NA
04256000,100,100,33,NA,NA,NA
04258000,100,100,25,NA,NA,NA
04260500,100,100,28,NA,NA,NA
04262500,100,100,28,NA,NA,NA
04263000,100,100,38,NA,NA,NA
04266500,100,100,18,NA,NA,NA
04268000,100,100,15,9,5,3
04269000,100,100,29,8,20,8
04273500,100,100,25,2,20,2
04280000,100,100,39,NA,NA,NA
04282000,100,100,26,NA,NA,NA
04282500,100,95,25,NA,NA,NA
04285500,100,100,22,NA,NA,NA
04286000,100,100,17,NA,NA,NA
04287000,100,100,22,NA,NA,NA
04288000,100,100,18,NA,NA,NA
04289000,100,100,6,NA,NA,NA
04290500,100,100,19,NA,NA,NA
04292000,100,100,26,NA,NA,NA
04292500,100,100,22,NA,NA,NA
04296000,100,100,23,NA,NA,NA
04296500,100,100,16,NA,NA,NA
05014500,100,100,42,4,10,1
05017500,100,100,30,NA,NA,NA
05046000,97,99,7,NA,NA,NA
05050000,100,100,0,NA,NA,NA
05051522,89,77,5,NA,NA,NA
05053000,100,100,0,NA,NA,NA
05054000,86,80,0,NA,NA,NA
05054500,100,100,19,NA,NA,NA
05056000,76,76,0,NA,NA,NA
05057000,100,84,0,NA,NA,NA
05057200,96,99,1,NA,NA,NA
05058000,100,100,8,NA,NA,NA
05058700,100,85,4,NA,NA,NA
05059000,100,100,4,NA,NA,NA
05059500,32,67,1,NA,NA,NA
05059700,100,100,0,NA,NA,NA
05060500,74,47,0,NA,NA,NA
05062000,100,100,14,NA,NA,NA
05064000,82,74,13,NA,NA,NA
05066500,100,100,12,NA,NA,NA
05069000,100,100,3,NA,NA,NA
05076000,100,100,10,4,20,4
05078000,100,100,49,22,20,10
05078230,100,100,31,6,20,6
05078500,100,100,33,NA,NA,NA
05079000,73,72,8,19,20,19
05084000,77,81,0,NA,NA,NA
05085000,100,100,0,NA,NA,NA
05090000,100,100,0,NA,NA,NA
05104500,83,96,23,NA,NA,NA
05116500,100,100,0,NA,NA,NA
05120500,100,100,0,NA,NA,NA
05123400,100,100,0,NA,NA,NA
05124480,100,100,56,10,20,10
05127000,9,78,40,NA,NA,NA
05127500,100,100,56,10,20,10
05129115,100,100,50,18,20,18
05131500,100,100,27,25,20,2
05211000,80,95,56,NA,NA,NA
05227500,86,90,54,18,20,18
05245100,100,100,0,NA,NA,NA
05247500,100,100,20,NA,NA,NA
05267000,100,100,30,14,20,14
05280000,100,100,0,NA,NA,NA
05286000,100,100,16,NA,NA,NA
05287890,100,100,7,NA,NA,NA
05291000,100,100,0,NA,NA,NA
05292000,100,100,4,NA,NA,NA
05293000,100,100,5,NA,NA,NA
05300000,100,68,5,NA,NA,NA
05304500,100,68,0,NA,NA,NA
05311000,100,70,2,NA,NA,NA
05313500,93,66,3,NA,NA,NA
05315000,100,69,4,NA,NA,NA
05316500,100,68,7,NA,NA,NA
05317000,100,100,0,NA,NA,NA
05319500,100,100,4,NA,NA,NA
05320000,100,100,4,NA,NA,NA
05320500,100,100,11,NA,NA,NA
05325000,100,100,5,NA,NA,NA
05330000,100,100,0,NA,NA,NA
05336700,100,100,26,NA,NA,NA
05340500,100,100,16,NA,NA,NA
05345000,100,100,5,NA,NA,NA
05353800,100,100,5,NA,NA,NA
05356000,100,100,7,NA,NA,NA
05356500,100,100,14,NA,NA,NA
05360500,100,100,13,NA,NA,NA
05362000,100,100,4,NA,NA,NA
05368000,100,100,0,NA,NA,NA
05369000,100,100,10,NA,NA,NA
05369500,100,100,20,NA,NA,NA
05370000,100,100,0,NA,NA,NA
05372995,100,100,24,NA,NA,NA
05379500,100,100,0,NA,NA,NA
05381000,100,100,9,NA,NA,NA
05382000,100,100,9,NA,NA,NA
05388250,100,100,1,NA,NA,NA
05391000,100,100,23,NA,NA,NA
05393500,100,100,12,NA,NA,NA
05394500,100,100,5,NA,NA,NA
05395000,100,100,1,NA,NA,NA
05397500,100,100,4,NA,NA,NA
05399500,100,100,9,NA,NA,NA
05404000,100,78,1,NA,NA,NA
05405000,100,100,0,NA,NA,NA
05406500,100,100,0,NA,NA,NA
05407000,100,100,2,NA,NA,NA
05408000,100,74,0,NA,NA,NA
05412500,100,100,19,NA,NA,NA
05413500,100,100,0,NA,NA,NA
05414000,100,100,0,NA,NA,NA
05414820,100,100,5,NA,NA,NA
05418500,100,100,12,NA,NA,NA
05419000,100,100,42,10,20,10
05421000,100,100,24,NA,NA,NA
05422000,100,100,12,NA,NA,NA
05425500,100,92,3,NA,NA,NA
05426000,100,72,0,NA,NA,NA
05426250,100,72,7,NA,NA,NA
05427948,100,100,0,NA,NA,NA
05429500,100,100,8,NA,NA,NA
05430150,100,100,15,55,5,44
05430175,100,90,8,NA,NA,NA
05430500,100,100,4,NA,NA,NA
05431486,100,100,17,NA,NA,NA
05432500,100,100,0,NA,NA,NA
05433000,100,100,0,NA,NA,NA
05434500,100,100,5,NA,NA,NA
05435500,100,100,10,8,20,8
05436500,100,100,4,NA,NA,NA
05437500,100,100,10,NA,NA,NA
05438500,100,100,46,NA,NA,NA
05439000,100,100,28,22,20,22
05439500,100,100,40,40,20,17
05440000,100,100,42,NA,NA,NA
05444000,100,100,53,NA,NA,NA
05446500,100,100,19,NA,NA,NA
05447500,100,100,25,NA,NA,NA
05449500,100,100,22,NA,NA,NA
05451500,100,100,18,NA,NA,NA
05451700,100,100,27,NA,NA,NA
05451900,100,100,47,NA,NA,NA
05452000,100,100,15,NA,NA,NA
05452200,100,100,32,NA,NA,NA
05453000,100,100,15,NA,NA,NA
05453100,100,100,11,NA,NA,NA
05454000,100,100,4,NA,NA,NA
05454300,100,100,10,5,20,5
05454500,100,100,22,NA,NA,NA
05455500,100,100,9,NA,NA,NA
